GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_MOE_VC17,"Median earnings (dollars); Margin of Error; Management, business, science, and arts occupations: - Healthcare practitioner and technical occupations: - Health technologists and technicians"
HC02_EST_VC17,"Median earnings (dollars) for male; Estimate; Management, business, science, and arts occupations: - Healthcare practitioner and technical occupations: - Health technologists and technicians"
HC02_MOE_VC17,"Median earnings (dollars) for male; Margin of Error; Management, business, science, and arts occupations: - Healthcare practitioner and technical occupations: - Health technologists and technicians"
HC03_EST_VC17,"Median earnings (dollars) for female; Estimate; Management, business, science, and arts occupations: - Healthcare practitioner and technical occupations: - Health technologists and technicians"
HC03_MOE_VC17,"Median earnings (dollars) for female; Margin of Error; Management, business, science, and arts occupations: - Healthcare practitioner and technical occupations: - Health technologists and technicians"
HC04_EST_VC17,"Women's earnings as a percentage of men's earning; Estimate; Management, business, science, and arts occupations: - Healthcare practitioner and technical occupations: - Health technologists and technicians"
HC04_MOE_VC17,"Women's earnings as a percentage of men's earning; Margin of Error; Management, business, science, and arts occupations: - Healthcare practitioner and technical occupations: - Health technologists and technicians"
HC01_EST_VC18,Median earnings (dollars); Estimate; Service occupations:
HC01_MOE_VC18,Median earnings (dollars); Margin of Error; Service occupations:
HC02_EST_VC18,Median earnings (dollars) for male; Estimate; Service occupations:
HC02_MOE_VC18,Median earnings (dollars) for male; Margin of Error; Service occupations:
HC03_EST_VC18,Median earnings (dollars) for female; Estimate; Service occupations:
HC03_MOE_VC18,Median earnings (dollars) for female; Margin of Error; Service occupations:
HC04_EST_VC18,Women's earnings as a percentage of men's earning; Estimate; Service occupations:
HC04_MOE_VC18,Women's earnings as a percentage of men's earning; Margin of Error; Service occupations:
HC01_EST_VC19,Median earnings (dollars); Estimate; Service occupations: - Healthcare support occupations
HC01_MOE_VC19,Median earnings (dollars); Margin of Error; Service occupations: - Healthcare support occupations
HC02_EST_VC19,Median earnings (dollars) for male; Estimate; Service occupations: - Healthcare support occupations
HC02_MOE_VC19,Median earnings (dollars) for male; Margin of Error; Service occupations: - Healthcare support occupations
HC03_EST_VC19,Median earnings (dollars) for female; Estimate; Service occupations: - Healthcare support occupations
HC03_MOE_VC19,Median earnings (dollars) for female; Margin of Error; Service occupations: - Healthcare support occupations
HC04_EST_VC19,Women's earnings as a percentage of men's earning; Estimate; Service occupations: - Healthcare support occupations
HC04_MOE_VC19,Women's earnings as a percentage of men's earning; Margin of Error; Service occupations: - Healthcare support occupations
HC01_EST_VC20,Median earnings (dollars); Estimate; Service occupations: - Protective service occupations:
HC01_MOE_VC20,Median earnings (dollars); Margin of Error; Service occupations: - Protective service occupations:
HC02_EST_VC20,Median earnings (dollars) for male; Estimate; Service occupations: - Protective service occupations:
HC02_MOE_VC20,Median earnings (dollars) for male; Margin of Error; Service occupations: - Protective service occupations:
HC03_EST_VC20,Median earnings (dollars) for female; Estimate; Service occupations: - Protective service occupations:
HC03_MOE_VC20,Median earnings (dollars) for female; Margin of Error; Service occupations: - Protective service occupations:
HC04_EST_VC20,Women's earnings as a percentage of men's earning; Estimate; Service occupations: - Protective service occupations:
HC04_MOE_VC20,Women's earnings as a percentage of men's earning; Margin of Error; Service occupations: - Protective service occupations:
HC01_EST_VC21,"Median earnings (dollars); Estimate; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC01_MOE_VC21,"Median earnings (dollars); Margin of Error; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC02_EST_VC21,"Median earnings (dollars) for male; Estimate; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC02_MOE_VC21,"Median earnings (dollars) for male; Margin of Error; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC03_EST_VC21,"Median earnings (dollars) for female; Estimate; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC03_MOE_VC21,"Median earnings (dollars) for female; Margin of Error; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC04_EST_VC21,"Women's earnings as a percentage of men's earning; Estimate; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC04_MOE_VC21,"Women's earnings as a percentage of men's earning; Margin of Error; Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors"
HC01_EST_VC22,Median earnings (dollars); Estimate; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC01_MOE_VC22,Median earnings (dollars); Margin of Error; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC02_EST_VC22,Median earnings (dollars) for male; Estimate; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC02_MOE_VC22,Median earnings (dollars) for male; Margin of Error; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC03_EST_VC22,Median earnings (dollars) for female; Estimate; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC03_MOE_VC22,Median earnings (dollars) for female; Margin of Error; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC04_EST_VC22,Women's earnings as a percentage of men's earning; Estimate; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC04_MOE_VC22,Women's earnings as a percentage of men's earning; Margin of Error; Service occupations: - Protective service occupations: - Law enforcement workers including supervisors
HC01_EST_VC23,Median earnings (dollars); Estimate; Service occupations: - Food preparation and serving related occupations
HC01_MOE_VC23,Median earnings (dollars); Margin of Error; Service occupations: - Food preparation and serving related occupations
HC02_EST_VC23,Median earnings (dollars) for male; Estimate; Service occupations: - Food preparation and serving related occupations
HC02_MOE_VC23,Median earnings (dollars) for male; Margin of Error; Service occupations: - Food preparation and serving related occupations
HC03_EST_VC23,Median earnings (dollars) for female; Estimate; Service occupations: - Food preparation and serving related occupations
HC03_MOE_VC23,Median earnings (dollars) for female; Margin of Error; Service occupations: - Food preparation and serving related occupations
HC04_EST_VC23,Women's earnings as a percentage of men's earning; Estimate; Service occupations: - Food preparation and serving related occupations
HC04_MOE_VC23,Women's earnings as a percentage of men's earning; Margin of Error; Service occupations: - Food preparation and serving related occupations
HC01_EST_VC24,Median earnings (dollars); Estimate; Service occupations: - Building and grounds cleaning and maintenance occupations
HC01_MOE_VC24,Median earnings (dollars); Margin of Error; Service occupations: - Building and grounds cleaning and maintenance occupations
HC02_EST_VC24,Median earnings (dollars) for male; Estimate; Service occupations: - Building and grounds cleaning and maintenance occupations
HC02_MOE_VC24,Median earnings (dollars) for male; Margin of Error; Service occupations: - Building and grounds cleaning and maintenance occupations
HC03_EST_VC24,Median earnings (dollars) for female; Estimate; Service occupations: - Building and grounds cleaning and maintenance occupations
HC03_MOE_VC24,Median earnings (dollars) for female; Margin of Error; Service occupations: - Building and grounds cleaning and maintenance occupations
HC04_EST_VC24,Women's earnings as a percentage of men's earning; Estimate; Service occupations: - Building and grounds cleaning and maintenance occupations
HC04_MOE_VC24,Women's earnings as a percentage of men's earning; Margin of Error; Service occupations: - Building and grounds cleaning and maintenance occupations
HC01_EST_VC25,Median earnings (dollars); Estimate; Service occupations: - Personal care and service occupations
HC01_MOE_VC25,Median earnings (dollars); Margin of Error; Service occupations: - Personal care and service occupations
HC02_EST_VC25,Median earnings (dollars) for male; Estimate; Service occupations: - Personal care and service occupations
HC02_MOE_VC25,Median earnings (dollars) for male; Margin of Error; Service occupations: - Personal care and service occupations
HC03_EST_VC25,Median earnings (dollars) for female; Estimate; Service occupations: - Personal care and service occupations
HC03_MOE_VC25,Median earnings (dollars) for female; Margin of Error; Service occupations: - Personal care and service occupations
HC04_EST_VC25,Women's earnings as a percentage of men's earning; Estimate; Service occupations: - Personal care and service occupations
HC04_MOE_VC25,Women's earnings as a percentage of men's earning; Margin of Error; Service occupations: - Personal care and service occupations
HC01_EST_VC26,Median earnings (dollars); Estimate; Sales and office occupations:
HC01_MOE_VC26,Median earnings (dollars); Margin of Error; Sales and office occupations:
HC02_EST_VC26,Median earnings (dollars) for male; Estimate; Sales and office occupations:
HC02_MOE_VC26,Median earnings (dollars) for male; Margin of Error; Sales and office occupations:
HC03_EST_VC26,Median earnings (dollars) for female; Estimate; Sales and office occupations:
HC03_MOE_VC26,Median earnings (dollars) for female; Margin of Error; Sales and office occupations:
HC04_EST_VC26,Women's earnings as a percentage of men's earning; Estimate; Sales and office occupations:
HC04_MOE_VC26,Women's earnings as a percentage of men's earning; Margin of Error; Sales and office occupations:
HC01_EST_VC27,Median earnings (dollars); Estimate; Sales and office occupations: - Sales and related occupations
HC01_MOE_VC27,Median earnings (dollars); Margin of Error; Sales and office occupations: - Sales and related occupations
HC02_EST_VC27,Median earnings (dollars) for male; Estimate; Sales and office occupations: - Sales and related occupations
HC02_MOE_VC27,Median earnings (dollars) for male; Margin of Error; Sales and office occupations: - Sales and related occupations
HC03_EST_VC27,Median earnings (dollars) for female; Estimate; Sales and office occupations: - Sales and related occupations
HC03_MOE_VC27,Median earnings (dollars) for female; Margin of Error; Sales and office occupations: - Sales and related occupations
HC04_EST_VC27,Women's earnings as a percentage of men's earning; Estimate; Sales and office occupations: - Sales and related occupations
HC04_MOE_VC27,Women's earnings as a percentage of men's earning; Margin of Error; Sales and office occupations: - Sales and related occupations
HC01_EST_VC28,Median earnings (dollars); Estimate; Sales and office occupations: - Office and administrative support occupations
HC01_MOE_VC28,Median earnings (dollars); Margin of Error; Sales and office occupations: - Office and administrative support occupations
HC02_EST_VC28,Median earnings (dollars) for male; Estimate; Sales and office occupations: - Office and administrative support occupations
HC02_MOE_VC28,Median earnings (dollars) for male; Margin of Error; Sales and office occupations: - Office and administrative support occupations
HC03_EST_VC28,Median earnings (dollars) for female; Estimate; Sales and office occupations: - Office and administrative support occupations
HC03_MOE_VC28,Median earnings (dollars) for female; Margin of Error; Sales and office occupations: - Office and administrative support occupations
